,Unnamed: 0,nconst,name,roles,Degree centrality,Eigenvector centrality,Closeness centrality,Betweenness centrality,CineMAC rank,community
102,1156,nm0605648,Azuma Morisaki,"writer,director",3.7475239573850005e-05,2.401545513566e-05,0.0596817427562438,0.0003630505976843,0.0150265710121594,nm0605648
103,2760,nm0489834,Tom Wyner,"director,writer",2.141442261363e-05,5.56058240799e-05,0.0598102547702803,0.0001611607894249,0.0150121089515997,nm0489834
104,1234,nm0406841,Toshirô Ide,"writer,producer",0.0001043953102414,6.20490602599e-05,0.0595327188744509,0.0003451719978585,0.0150110838107026,nm0406841
105,11033,nm0847586,Masaru Takesue,writer,1.338401413351e-05,4.019462443354e-05,0.0599341992821739,1.999028442030069e-06,0.0149974442372957,nm0847586
106,4974,nm0426440,Bill Johnson,producer,1.6060816960220003e-05,4.961670634656395e-06,0.0598915487745865,6.79950825332e-05,0.0149951415861786,nm0426440
107,194,nm0003226,Kenji Mizoguchi,"director,writer",0.0001873761978692,8.585886003204001e-05,0.0582794939443671,0.00126761140431,0.0149550851016445,nm0003226
108,8244,nm0875204,Takashi Tsuboshima,"director,writer",2.676802826703e-05,3.304061103778e-05,0.0597385082763124,1.82669117049996e-05,0.0149541459568305,nm0875204
109,2943,nm0273033,Peter Fernandez,writer,2.944483109374e-05,4.691787275230001e-05,0.0595411422628775,0.0001495537792301,0.0149417646864884,nm0273033
110,1832,nm0848797,Tsutomu Tamura,writer,4.550564805396e-05,7.379589282592e-05,0.0594007834280269,0.0002465469380996,0.0149416579767516,nm0848797
111,443,nm0847026,Kôji Takada,writer,0.0001204561272016,1.1265776727386065e-05,0.0588730719457171,0.0007288237338683,0.0149334043958786,nm0847026
112,11108,nm0645461,Jôjirô Okami,writer,1.873761978692e-05,0.0001099173030152,0.0595761248124132,1.7688567594304546e-06,0.0149266371479937,nm0645461
113,4256,nm0648457,Kazuki Ômori,"director,writer",6.424326784089e-05,5.508721518372001e-05,0.0594952636787784,8.872353323172001e-05,0.0149258294237586,nm0648457
114,1646,nm0849060,Shigeo Tanaka,director,4.550564805396e-05,2.0506194593360004e-05,0.0593593071150482,0.0002724626615539,0.0149244454048123,nm0849060
115,3459,nm0299206,Kengo Furusawa,director,5.621285936077e-05,5.214041535664e-05,0.0594301451117466,0.0001232290342974,0.0149154318551903,nm0299206
116,1914,nm0645435,Shigeru Okada,producer,6.959687349429e-05,2.0810567093440003e-05,0.0593341981331603,0.0002355833986254,0.0149150472430933,nm0645435
117,1664,nm0408348,Hiroshi Inagaki,"director,writer,producer",0.0001017185074147,4.247617878992e-05,0.0592139701122899,0.0002704123764256,0.01490714429373,nm0408348
118,5943,nm0590840,Wataru Mimura,writer,3.7475239573850005e-05,4.584558386114e-05,0.0594515554802068,4.8342910316520005e-05,0.0148958048034895,nm0590840
119,3887,nm0741582,Mickey Rose,"writer,director",2.944483109374e-05,1.33645897048898e-05,0.0594288861585391,0.0001046047026797,0.0148940750705043,nm0741582
120,3358,nm0837764,Shigemi Sugisaki,producer,2.409122544033e-05,2.374865090844e-05,0.0593794096065925,0.0001286825539828,0.014888983009231,nm0837764
121,1147,nm0774217,Arthur Schnitzler,writer,2.141442261363e-05,0.0001675104261936,0.0589510107448551,0.0003650078524688,0.0148762358615328,nm0774217
122,3593,nm1008137,John Sirabella,producer,2.944483109374e-05,5.321906710962e-05,0.059277780516837,0.0001164283753659,0.0148692181976015,nm1008137
123,3369,nm0559700,Keiji Matsuzaki,"writer,producer",2.141442261363e-05,2.806764995896e-05,0.0592456496029734,0.000128118273869,0.0148558124873537,nm0559700
124,11034,nm0847448,Yukiko Takayama,writer,1.873761978692e-05,4.41601790334e-05,0.0593266695802963,1.993166650518476e-06,0.0148478901364417,nm0847448
125,1932,nm0298561,Kazuo Funahashi,writer,5.621285936077e-05,5.9683556697920005e-05,0.058984062907363,0.000233782508978,0.0148334354580999,nm0298561
126,10550,nm0411726,Motohiko Itô,producer,1.6060816960220003e-05,2.873355514034e-05,0.0592711010951089,3.79047987730398e-06,0.0148299214867717,nm0411726
127,5599,nm0875212,Eiji Tsuburaya,"writer,producer",1.873761978692e-05,5.9504916769760006e-05,0.0591357504215851,5.701500594108001e-05,0.0148177519910207,nm0875212
128,781,nm0645538,Hiroshi Ohkawa,producer,6.959687349429e-05,9.722609973855132e-06,0.0586965163720054,0.0004884851767002,0.0148160802580434,nm0645538
129,1789,nm0407332,Jôji Iida,director,3.7475239573850005e-05,2.6245795624404987e-06,0.0589138713109704,0.0002535188898323,0.0148018725049847,nm0407332
130,5648,nm0773299,Wilhelm August Schmidtbonn,writer,1.6060816960220003e-05,0.0004349105995555,0.0586842380504131,5.5930839621800005e-05,0.0147977850766376,nm0773299
131,11683,nm0559452,Yoichi Matsue,producer,1.6060816960220003e-05,3.864962667906e-05,0.0591158125421442,4.273848533121478e-07,0.0147927375926592,nm0559452
132,2916,nm1250332,Tadaaki Yamazaki,writer,2.409122544033e-05,3.223826461508e-05,0.0589448175877742,0.0001512257282287,0.0147880932015145,nm1250332
133,1068,nm0159109,Yoshiaki Kawajiri,"writer,director",6.692007066759e-05,1.2083601749967978e-05,0.0586866933037675,0.0003843711356808,0.0147875170279664,nm0159109
134,315,nm0411127,Shotaro Ishinomori,writer,0.0001124257187215,9.170836577817378e-06,0.0580980519390868,0.0009261510908019,0.014786449896297,nm0411127
135,6852,nm0613459,Genzo Murakami,writer,2.676802826703e-05,3.424772825788e-05,0.0590237744582368,3.260102066664303e-05,0.0147793478088571,nm0613459
