,nconst,name,roles,measure
440,nm0791084,Sidney Sheldon,"writer,director",0.001418705498153006
441,nm0280234,F. Scott Fitzgerald,writer,0.001418705498153006
442,nm0489690,Jesse L. Lasky,producer,0.001418705498153006
443,nm0000455,John Hughes,"writer,director,producer",0.001391937469885968
444,nm0000709,Robert Zemeckis,"writer,director,producer",0.001391937469885968
445,nm0001465,Elmore Leonard,writer,0.001391937469885968
446,nm0324556,Gary Goetzman,producer,0.001391937469885968
447,nm0781292,Edward Sedgwick,director,0.001391937469885968
448,nm0001880,Edward Zwick,"director,producer",0.001391937469885968
449,nm0524995,Edward Ludwig,"director,writer",0.001391937469885968
450,nm0688853,Joseph F. Poland,writer,0.001391937469885968
451,nm0257143,Samuel G. Engel,"producer,writer",0.001391937469885968
452,nm0067103,S.N. Behrman,writer,0.001391937469885968
453,nm0522454,H.P. Lovecraft,writer,0.001391937469885968
